instances,approach_22
0,95.1953125
1000,95.1953125
2000,145.9375
3000,160.2109375
4000,160.2109375
5000,160.2109375
6000,160.2109375
7000,160.2109375
8000,160.2109375
9000,160.2109375
10000,160.2109375
11000,160.2109375
12000,160.2109375
13000,160.2109375
14000,160.2109375
15000,160.2109375
16000,196.4375
17000,196.234375
18000,196.46875
19000,196.46875
20000,210.765625
21000,381.3671875
22000,347.9609375
23000,557.1484375
24000,557.6171875
25000,95.3515625
26000,95.3515625
27000,182.2890625
28000,182.2890625
29000,182.2890625
30000,210.8046875
31000,210.8046875
32000,210.8046875
33000,210.8046875
34000,210.8046875
35000,210.8046875
36000,210.8046875
37000,210.8046875
38000,210.8046875
39000,210.8046875
40000,210.8046875
41000,210.8046875
42000,210.8046875
43000,210.8046875
44000,210.8046875
45000,210.8046875
46000,210.8046875
47000,210.8046875
48000,210.8046875
49000,210.8046875
50000,210.8046875
