instances,approach_20
0,54.2109375
1000,54.2109375
2000,54.2109375
3000,54.2109375
4000,54.2109375
5000,64.1796875
6000,64.1796875
7000,64.1796875
8000,64.1796875
9000,64.1796875
10000,64.1796875
11000,64.1796875
12000,64.1796875
13000,64.1796875
14000,64.1796875
15000,64.1796875
16000,64.1796875
17000,64.1796875
18000,64.1796875
19000,64.1796875
20000,64.1796875
21000,64.1796875
22000,64.1796875
23000,64.1796875
24000,64.1796875
25000,64.1796875
26000,64.1796875
27000,64.1796875
28000,64.1796875
29000,64.1796875
30000,64.1796875
31000,64.1796875
32000,64.1796875
33000,64.1796875
34000,64.1796875
35000,64.1796875
36000,64.1796875
37000,64.234375
38000,82.3515625
39000,64.234375
40000,64.234375
41000,82.234375
42000,82.234375
43000,64.234375
44000,64.234375
45000,82.3515625
46000,82.3515625
47000,82.3515625
48000,92.078125
49000,92.078125
50000,92.078125
51000,92.078125
52000,92.078125
53000,92.078125
54000,92.078125
55000,92.078125
56000,92.078125
57000,92.078125
58000,92.078125
59000,92.078125
60000,92.078125
61000,92.078125
62000,92.078125
63000,92.078125
64000,92.078125
65000,92.078125
66000,92.078125
67000,92.078125
68000,110.1015625
69000,92.1328125
70000,92.1328125
71000,110.1328125
72000,110.25
73000,110.1328125
74000,110.25
75000,92.1328125
76000,110.25
77000,110.25
78000,110.25
79000,97.2421875
80000,119.9765625
81000,119.9765625
82000,119.9765625
83000,119.9765625
84000,119.9765625
85000,119.9765625
86000,119.9765625
87000,119.9765625
88000,119.9765625
89000,119.9765625
90000,119.9765625
91000,119.9765625
92000,119.9765625
93000,119.9765625
94000,119.9765625
95000,119.9765625
96000,119.9765625
97000,119.9765625
98000,119.9765625
99000,119.9765625
100000,119.9765625
101000,119.9765625
102000,119.9765625
103000,138.0
104000,120.03125
105000,120.03125
106000,120.03125
107000,138.1484375
108000,138.1484375
109000,138.1484375
110000,138.1484375
111000,138.1484375
112000,147.7265625
113000,147.84375
114000,147.84375
115000,147.84375
116000,147.84375
117000,147.84375
118000,147.84375
119000,147.84375
120000,147.84375
121000,147.84375
122000,147.84375
123000,147.84375
124000,147.84375
125000,147.84375
126000,147.84375
127000,147.84375
128000,147.84375
129000,147.84375
130000,147.84375
131000,147.84375
132000,147.84375
133000,147.84375
134000,147.84375
135000,165.8984375
136000,165.8984375
137000,166.015625
138000,166.015625
139000,166.015625
140000,166.015625
141000,166.015625
142000,166.015625
143000,153.0078125
144000,175.7421875
145000,175.7421875
146000,175.7421875
147000,175.7421875
148000,175.7421875
149000,175.7421875
150000,175.7421875
151000,175.7421875
152000,175.7421875
153000,175.7421875
154000,175.7421875
155000,175.7421875
156000,175.7421875
157000,175.7421875
158000,175.7421875
159000,175.7421875
160000,175.7421875
161000,175.7421875
162000,175.7421875
163000,175.7421875
164000,175.796875
165000,175.796875
166000,193.796875
167000,175.796875
168000,193.9140625
169000,193.9140625
170000,175.796875
171000,193.796875
172000,193.9140625
173000,193.9140625
174000,193.9140625
175000,203.640625
176000,203.640625
177000,203.640625
178000,203.640625
179000,203.640625
180000,203.640625
181000,203.640625
182000,203.640625
183000,203.640625
184000,203.640625
185000,203.640625
186000,203.640625
187000,203.640625
188000,203.640625
189000,203.640625
190000,203.640625
191000,203.640625
192000,203.640625
193000,203.640625
194000,203.640625
195000,203.640625
196000,203.640625
197000,203.640625
198000,203.640625
199000,221.6640625
200000,203.6953125
201000,203.6953125
202000,221.6953125
203000,221.6953125
204000,203.6953125
205000,203.6953125
206000,203.6953125
207000,203.6953125
208000,203.6953125
209000,203.6953125
210000,203.6953125
211000,203.6953125
212000,221.6953125
213000,203.6953125
214000,203.6953125
215000,221.8125
216000,221.8125
217000,221.6953125
218000,203.6953125
219000,203.6953125
220000,203.6953125
221000,203.6953125
222000,203.6953125
223000,203.6953125
224000,221.6953125
225000,221.6953125
226000,203.6953125
227000,203.6953125
228000,221.6953125
229000,203.6953125
230000,203.6953125
231000,203.578125
232000,203.6953125
233000,203.6953125
234000,203.6953125
235000,221.6953125
236000,203.6953125
237000,203.6953125
238000,203.6953125
239000,203.6953125
240000,203.6953125
241000,203.6953125
242000,203.6953125
243000,203.6953125
244000,203.6953125
245000,221.6953125
246000,203.6953125
247000,203.6953125
248000,221.6953125
249000,203.6953125
250000,203.6953125
251000,203.6953125
252000,203.6953125
253000,221.6953125
254000,203.6953125
255000,203.6953125
256000,203.6953125
257000,203.6953125
258000,203.6953125
259000,181.0078125
260000,203.6953125
261000,203.6953125
262000,203.6953125
263000,203.6953125
264000,221.6953125
265000,203.6953125
266000,203.6953125
267000,203.6953125
268000,203.6953125
269000,203.6953125
270000,203.6953125
271000,221.6953125
272000,203.6953125
273000,203.6953125
274000,203.6953125
275000,203.6953125
276000,203.6953125
277000,221.6953125
278000,203.6953125
279000,221.6953125
280000,203.6953125
281000,203.6953125
282000,203.6953125
283000,203.6953125
284000,203.6953125
285000,203.6953125
286000,203.578125
287000,203.6953125
288000,203.6953125
289000,203.6953125
290000,203.6953125
291000,221.6953125
292000,203.6953125
293000,203.6953125
294000,203.6953125
295000,203.6953125
296000,203.578125
297000,203.6953125
298000,203.6953125
299000,203.6953125
300000,203.6953125
