instances,approach_22
0,58.59375
1000,58.640625
2000,58.640625
3000,58.640625
4000,65.703125
5000,65.703125
6000,65.703125
7000,65.703125
8000,65.703125
9000,65.703125
10000,65.703125
11000,65.703125
12000,65.703125
13000,65.703125
14000,65.703125
15000,65.7578125
16000,65.7578125
17000,65.7578125
18000,65.7578125
19000,65.7578125
20000,65.7578125
21000,65.7109375
22000,65.7578125
23000,65.7578125
24000,65.7578125
25000,65.7578125
26000,65.7578125
27000,65.7578125
28000,65.7578125
29000,65.7578125
30000,65.7578125
31000,65.7578125
32000,65.7578125
33000,65.7578125
34000,65.7578125
35000,65.7578125
36000,65.7578125
37000,65.7578125
38000,65.7578125
39000,65.7578125
40000,65.7578125
41000,65.7578125
42000,65.7578125
43000,65.7578125
44000,65.7578125
45000,65.765625
46000,65.8125
47000,65.8125
48000,65.8125
49000,65.8125
50000,65.8125
