instances,approach_0
0,98.734375
1000,98.734375
2000,98.734375
3000,98.734375
4000,98.734375
5000,98.734375
6000,98.734375
7000,98.734375
8000,98.734375
9000,98.734375
10000,98.734375
11000,98.734375
12000,134.7265625
13000,134.9921875
14000,145.640625
15000,145.640625
16000,145.640625
17000,181.6328125
18000,181.8984375
19000,192.546875
20000,192.546875
21000,192.546875
22000,192.546875
23000,228.625
24000,265.0625
25000,265.0625
26000,311.75
27000,311.984375
28000,311.984375
29000,322.4140625
30000,358.875
31000,369.5234375
32000,369.5234375
33000,405.4921875
34000,405.2578125
35000,369.5234375
36000,369.5234375
37000,405.7265625
38000,369.5234375
39000,405.4921875
40000,369.5234375
41000,369.5234375
42000,405.7265625
43000,405.7265625
44000,405.7265625
45000,405.4921875
46000,405.7265625
47000,369.5234375
48000,405.4921875
49000,369.5234375
50000,369.5234375
