instances,approach_21
0,308.0546875
1000,344.1171875
2000,344.09375
3000,308.6875
4000,308.40625
5000,308.3359375
6000,308.265625
7000,308.1953125
8000,308.125
9000,308.1015625
10000,308.078125
11000,308.078125
12000,308.078125
13000,308.078125
14000,308.078125
15000,263.171875
16000,263.171875
17000,263.171875
18000,263.1484375
19000,263.125
20000,263.125
21000,263.125
22000,263.125
23000,263.125
24000,263.125
25000,263.125
26000,263.125
27000,263.1484375
28000,263.1484375
29000,263.1484375
30000,263.1484375
31000,263.1484375
32000,263.1484375
33000,263.1484375
34000,263.1484375
35000,263.1484375
36000,263.1484375
37000,263.1484375
38000,263.1484375
39000,263.1484375
40000,263.1484375
41000,263.1484375
42000,263.1484375
43000,263.1484375
44000,263.1484375
45000,263.1484375
46000,263.1484375
47000,263.1484375
48000,263.1484375
49000,263.1484375
50000,263.1484375
