instances,approach_23
0,70.21875
1000,70.140625
2000,70.140625
3000,70.140625
4000,70.140625
5000,70.140625
6000,70.140625
7000,70.140625
8000,70.140625
9000,70.140625
10000,70.140625
11000,70.140625
12000,70.140625
13000,70.140625
14000,70.140625
15000,61.0078125
16000,61.0078125
17000,61.0078125
18000,61.0078125
19000,61.0078125
20000,61.0078125
21000,61.0078125
22000,61.0078125
23000,61.0078125
24000,61.0078125
25000,61.0078125
26000,61.0078125
27000,61.0078125
28000,61.0078125
29000,61.0078125
30000,61.0078125
31000,61.0078125
32000,61.0078125
33000,61.0078125
34000,61.0078125
35000,61.0078125
36000,61.0078125
37000,61.0078125
38000,61.0078125
39000,61.0078125
40000,61.0078125
41000,61.0078125
42000,61.0078125
43000,61.0078125
44000,61.0078125
45000,61.0078125
46000,61.0078125
47000,61.0078125
48000,61.0078125
49000,61.0078125
50000,61.0078125
