instances,approach_8
0,46.921875
1000,46.921875
2000,46.921875
3000,53.3515625
4000,71.375
5000,53.40625
6000,53.40625
7000,53.40625
8000,53.40625
9000,71.40625
10000,53.40625
11000,53.40625
12000,53.40625
13000,71.5234375
14000,53.40625
15000,53.40625
16000,53.40625
17000,53.40625
18000,53.40625
19000,71.40625
20000,53.40625
21000,71.40625
22000,71.40625
23000,53.40625
24000,71.5234375
25000,53.40625
26000,71.9453125
27000,72.0625
28000,72.0625
29000,31.2578125
30000,53.9453125
31000,53.9453125
32000,72.0625
33000,71.9453125
34000,72.0625
35000,72.0625
36000,72.0625
37000,72.0625
38000,71.9453125
39000,72.0625
40000,78.3203125
41000,78.375
42000,78.6796875
43000,78.6796875
44000,78.6796875
45000,78.6796875
46000,78.6796875
47000,78.6796875
48000,78.6796875
49000,78.6796875
50000,78.6796875
