instances,approach_23
0,177.65625
1000,224.4453125
2000,224.2109375
3000,224.6796875
4000,201.9296875
5000,201.8359375
6000,201.8359375
7000,201.765625
8000,201.7421875
9000,201.765625
10000,201.765625
11000,201.765625
12000,201.7421875
13000,179.1875
14000,179.1875
15000,179.1875
16000,179.1875
17000,179.2109375
18000,179.2109375
19000,179.2109375
20000,179.2109375
21000,179.2109375
22000,179.2109375
23000,179.2109375
24000,179.2109375
25000,179.2109375
26000,179.2109375
27000,179.2109375
28000,179.2109375
29000,179.2109375
30000,179.2109375
31000,179.2109375
32000,179.2109375
33000,179.2109375
34000,179.2109375
35000,179.2109375
36000,179.1875
37000,179.1875
38000,179.1875
39000,179.1875
40000,179.1875
41000,179.1875
42000,179.1875
43000,179.1875
44000,179.1875
45000,179.1875
46000,179.1875
47000,179.1875
48000,179.1875
49000,179.1875
50000,179.1875
