instances,approach_23
0,159.140625
1000,159.0390625
2000,159.0390625
3000,159.0390625
4000,242.3671875
5000,307.4921875
6000,307.2578125
7000,307.1875
8000,307.1640625
9000,307.140625
10000,307.1171875
11000,307.1171875
12000,307.09375
13000,307.09375
14000,307.09375
15000,307.09375
16000,307.09375
17000,307.09375
18000,307.09375
19000,307.09375
20000,307.09375
21000,307.09375
22000,307.09375
23000,307.09375
24000,307.09375
25000,307.09375
26000,307.09375
27000,307.09375
28000,307.09375
29000,307.09375
30000,307.09375
31000,307.09375
32000,307.09375
33000,307.09375
34000,307.09375
35000,307.09375
36000,307.09375
37000,307.09375
38000,284.421875
39000,243.953125
40000,159.5546875
41000,159.390625
42000,159.3203125
43000,159.2734375
44000,159.25
45000,159.25
46000,159.25
47000,159.25
48000,159.25
49000,159.25
50000,159.25
51000,159.25
52000,159.25
53000,159.25
54000,159.25
55000,159.25
56000,159.25
57000,159.25
58000,159.25
59000,159.25
60000,159.25
61000,159.25
62000,159.25
63000,159.25
64000,159.25
65000,159.25
66000,159.25
67000,159.25
68000,159.25
69000,159.25
70000,159.25
71000,159.2265625
72000,159.2265625
73000,159.2265625
74000,159.2265625
75000,159.2265625
76000,159.2265625
77000,159.2265625
78000,159.2265625
79000,159.2265625
80000,159.2265625
81000,159.2265625
82000,159.203125
83000,159.1796875
84000,159.1796875
85000,159.1796875
86000,159.1796875
87000,159.1796875
88000,159.1796875
89000,159.1796875
90000,159.1796875
91000,159.1796875
92000,159.1796875
93000,159.1796875
94000,159.1796875
95000,159.1796875
96000,159.1796875
97000,159.1796875
98000,159.1796875
99000,159.1796875
100000,159.1796875
101000,159.1796875
102000,159.1796875
103000,159.1796875
104000,159.1796875
105000,159.1796875
106000,159.1796875
107000,159.1796875
108000,159.1796875
109000,159.1796875
110000,159.1796875
111000,159.1796875
112000,159.1796875
113000,159.1796875
114000,159.1796875
115000,159.1796875
116000,159.1796875
117000,159.1796875
118000,159.1796875
119000,243.140625
120000,267.1484375
121000,112.6640625
122000,243.2578125
123000,289.6796875
124000,289.515625
125000,289.421875
126000,289.375
127000,177.53125
128000,195.953125
129000,354.9375
130000,354.5625
131000,354.4921875
132000,354.46875
133000,372.46875
134000,372.375
135000,390.46875
136000,349.984375
137000,349.9609375
138000,349.9609375
139000,349.9375
140000,367.9609375
141000,327.453125
142000,327.453125
143000,327.453125
144000,327.4296875
145000,327.3828125
146000,327.3828125
147000,327.3828125
148000,345.4296875
149000,345.4296875
150000,345.4296875
