instances,approach_8
0,53.3515625
1000,53.3515625
2000,53.3515625
3000,53.3515625
4000,53.3515625
5000,53.3515625
6000,53.3515625
7000,53.3515625
8000,53.3515625
9000,53.40625
10000,53.40625
11000,53.40625
12000,53.40625
13000,53.40625
14000,53.40625
15000,53.40625
16000,53.40625
17000,53.4375
18000,53.4609375
19000,53.4609375
20000,53.4609375
21000,53.4609375
22000,53.4609375
23000,71.578125
24000,71.4609375
25000,71.578125
26000,89.4609375
27000,71.4609375
28000,71.4609375
29000,53.4609375
30000,96.34375
31000,96.34375
32000,96.34375
33000,96.34375
34000,121.0703125
35000,121.0703125
36000,121.0703125
37000,121.0703125
38000,121.0703125
39000,121.0703125
40000,102.984375
41000,102.984375
42000,102.984375
43000,102.984375
44000,102.984375
45000,102.984375
46000,102.984375
47000,102.984375
48000,102.984375
49000,102.984375
50000,102.984375
