instances,approach_8
0,7.28125
1000,145.8984375
2000,145.8984375
3000,145.8984375
4000,145.8984375
5000,181.921875
6000,145.953125
7000,145.953125
8000,145.953125
9000,145.953125
10000,145.953125
11000,145.953125
12000,145.953125
13000,145.953125
14000,145.953125
15000,182.15625
16000,181.921875
17000,182.15625
18000,218.1484375
19000,181.9765625
20000,182.2109375
21000,146.0078125
22000,182.2109375
23000,229.59375
24000,229.59375
25000,276.890625
26000,240.6875
27000,276.65625
28000,182.6640625
29000,182.6640625
30000,182.6640625
31000,193.8203125
32000,229.7890625
33000,229.7890625
34000,193.8203125
35000,193.8203125
36000,229.7890625
37000,193.8203125
38000,229.7890625
39000,229.7890625
40000,193.8203125
41000,241.234375
42000,277.4375
43000,277.4921875
44000,277.4921875
45000,277.4921875
46000,277.4921875
47000,313.484375
48000,313.75
49000,360.3515625
50000,360.3515625
51000,360.1171875
52000,288.28125
53000,324.25
54000,288.28125
55000,288.28125
56000,288.28125
57000,288.28125
58000,324.25
59000,324.25
60000,324.015625
61000,324.25
62000,324.25
63000,324.25
64000,324.25
65000,324.25
66000,324.3046875
67000,324.3046875
68000,324.3046875
69000,324.3046875
70000,278.9921875
71000,324.3046875
72000,324.3046875
73000,324.3046875
74000,324.3046875
75000,324.3046875
76000,324.3046875
77000,324.3046875
78000,324.3046875
79000,324.3046875
80000,324.3046875
81000,324.3046875
82000,324.3046875
83000,324.3046875
84000,324.3046875
85000,324.3046875
86000,324.3046875
87000,324.3046875
88000,324.3046875
89000,324.3046875
90000,324.3046875
91000,324.3046875
92000,360.2734375
93000,324.3046875
94000,324.3046875
95000,324.3046875
96000,324.3046875
97000,324.3046875
98000,324.3046875
99000,324.3046875
100000,360.2734375
101000,324.3046875
102000,324.3046875
103000,324.3046875
104000,324.3046875
105000,324.0703125
106000,324.3046875
107000,324.3046875
108000,324.3046875
109000,324.3046875
110000,324.3046875
111000,324.3046875
112000,324.3046875
113000,324.3046875
114000,324.3046875
115000,324.3046875
116000,324.3046875
117000,324.3046875
118000,324.3046875
119000,324.3046875
120000,324.3046875
121000,324.3046875
122000,324.3046875
123000,324.3046875
124000,324.3046875
125000,324.3046875
126000,278.9921875
127000,324.3046875
128000,324.3046875
129000,288.3359375
130000,288.3359375
131000,288.3359375
132000,288.3359375
133000,288.3359375
134000,288.3359375
135000,288.3359375
136000,288.1015625
137000,288.3359375
138000,288.3359375
139000,288.3359375
140000,288.3359375
141000,288.3359375
142000,288.3359375
143000,288.3359375
144000,288.3359375
145000,288.3359375
146000,288.3359375
147000,288.3359375
148000,288.3359375
149000,288.3359375
150000,288.3359375
