instances,approach_8
0,22.3828125
1000,22.3828125
2000,22.3828125
3000,44.2734375
4000,65.9921875
5000,69.515625
6000,33.9140625
7000,33.9140625
8000,62.453125
9000,66.171875
10000,55.6015625
11000,77.3515625
12000,70.1171875
13000,77.390625
14000,77.4375
15000,91.984375
16000,77.546875
17000,84.765625
18000,92.03125
19000,92.078125
20000,102.875
21000,110.1484375
22000,102.9765625
23000,125.4609375
24000,103.8125
25000,111.765625
26000,112.171875
27000,104.9765625
28000,126.6328125
29000,111.78125
30000,104.5625
31000,104.5625
32000,107.3125
33000,100.140625
34000,107.40625
35000,107.8203125
36000,115.0859375
37000,132.8125
38000,129.5546875
39000,136.8671875
40000,120.3125
41000,129.5234375
42000,129.5
43000,150.796875
44000,151.71875
45000,177.078125
46000,177.390625
47000,170.203125
48000,185.0625
49000,181.859375
50000,181.859375
