instances,approach_3
0,134.9609375
1000,134.96875
2000,134.96875
3000,228.703125
4000,264.9296875
5000,264.9296875
6000,264.9296875
7000,264.9296875
8000,264.9296875
9000,264.9296875
10000,275.5859375
11000,286.2109375
12000,322.4375
13000,322.4375
14000,322.4375
15000,322.4375
16000,478.0
17000,524.875
18000,535.5
19000,535.5
20000,535.5
21000,535.5
22000,546.09375
23000,556.75
24000,556.75
25000,556.75
26000,556.7578125
27000,556.7578125
28000,556.7578125
29000,556.7578125
30000,556.7578125
31000,556.7578125
32000,556.7578125
33000,556.7578125
34000,556.7578125
35000,556.7578125
36000,556.7578125
37000,556.7578125
38000,556.7578125
39000,665.4375
40000,665.4375
41000,665.4375
42000,701.6953125
43000,667.03125
44000,667.03125
45000,667.03125
46000,677.65625
47000,679.1875
48000,679.1953125
49000,852.9296875
50000,852.9296875
