instances,approach_21
0,308.03125
1000,307.890625
2000,262.9140625
3000,262.84375
4000,262.8203125
5000,262.75
6000,262.703125
7000,262.65625
8000,262.65625
9000,262.65625
10000,262.6328125
11000,262.6328125
12000,262.6328125
13000,262.6328125
14000,262.609375
15000,262.609375
16000,262.6328125
17000,262.6328125
18000,262.65625
19000,262.65625
20000,262.6796875
21000,262.6796875
22000,262.6796875
23000,262.703125
24000,262.703125
25000,262.703125
26000,262.703125
27000,262.703125
28000,262.703125
29000,262.703125
30000,262.703125
31000,262.703125
32000,262.703125
33000,262.703125
34000,262.703125
35000,262.703125
36000,262.703125
37000,262.703125
38000,262.703125
39000,262.703125
40000,262.703125
41000,262.703125
42000,262.703125
43000,262.703125
44000,262.703125
45000,262.703125
46000,262.703125
47000,262.703125
48000,262.703125
49000,262.703125
50000,262.703125
