instances,approach_22
0,95.1953125
1000,95.1953125
2000,109.7109375
3000,109.7109375
4000,109.7109375
5000,109.7109375
6000,109.7109375
7000,109.7109375
8000,109.7109375
9000,109.7109375
10000,145.734375
11000,146.0234375
12000,196.265625
13000,160.296875
14000,160.296875
15000,160.296875
16000,160.3828125
17000,196.375
18000,160.40625
19000,160.40625
20000,160.40625
21000,160.40625
22000,232.8125
23000,283.3671875
24000,490.3359375
25000,486.765625
26000,403.125
27000,160.3125
28000,160.3125
29000,160.3125
30000,160.3125
31000,160.3125
32000,160.3125
33000,160.3125
34000,160.3125
35000,210.7578125
36000,210.7578125
37000,210.7578125
38000,210.7578125
39000,210.7578125
40000,210.7578125
41000,210.7578125
42000,210.7578125
43000,210.5234375
44000,210.7578125
45000,210.7578125
46000,210.7578125
47000,210.7578125
48000,210.7578125
49000,210.7578125
50000,210.7578125
