instances,approach_20
0,44.2578125
1000,58.65625
2000,65.875
3000,65.8984375
4000,65.9296875
5000,73.2421875
6000,58.7109375
7000,65.9296875
8000,73.0546875
9000,87.3671875
10000,94.421875
11000,108.859375
12000,94.421875
13000,101.6640625
14000,101.6640625
15000,101.6953125
16000,101.6953125
17000,108.9609375
18000,94.4765625
19000,108.9609375
20000,116.1328125
21000,108.9140625
22000,101.6953125
23000,108.984375
24000,101.75
25000,101.75
26000,99.8515625
27000,108.96875
28000,116.28125
29000,109.015625
30000,99.8515625
31000,116.234375
32000,101.75
33000,109.015625
34000,116.1875
35000,109.0625
36000,123.546875
37000,109.0625
38000,123.328125
39000,130.640625
40000,130.59375
41000,130.546875
42000,137.8125
43000,137.765625
44000,123.328125
45000,123.375
46000,137.8125
47000,130.59375
48000,137.5234375
49000,144.8828125
50000,144.859375
51000,144.90625
52000,159.1953125
53000,151.9296875
54000,164.0625
55000,173.2265625
56000,173.2734375
57000,187.7578125
58000,180.6171875
59000,187.859375
60000,187.859375
61000,180.671875
62000,180.671875
63000,187.890625
64000,180.703125
65000,173.484375
66000,173.484375
67000,180.7265625
68000,180.7578125
69000,173.5390625
70000,173.5390625
71000,173.5390625
72000,173.5390625
73000,173.5390625
74000,173.5390625
75000,188.0234375
76000,188.046875
77000,173.59375
78000,180.8125
79000,173.59375
80000,173.59375
81000,180.8125
82000,180.859375
83000,178.71875
84000,202.4140625
85000,195.1484375
86000,202.3671875
87000,209.6328125
88000,209.6328125
89000,209.5859375
90000,209.6328125
91000,216.8984375
92000,202.4140625
93000,209.6796875
94000,216.8984375
95000,209.5859375
96000,202.4140625
97000,209.7265625
98000,230.96875
99000,231.0625
100000,231.0625
