instances,approach_23
0,119.3984375
1000,144.8828125
2000,185.15625
3000,175.8359375
4000,239.9296875
5000,157.9296875
6000,176.0
7000,68.5546875
8000,112.4921875
9000,234.65625
10000,289.546875
11000,130.734375
12000,176.390625
13000,176.4375
14000,176.4375
15000,203.96875
16000,214.953125
17000,231.359375
18000,231.359375
19000,224.140625
20000,258.7421875
21000,266.0078125
22000,266.0078125
23000,311.8359375
24000,353.7578125
25000,360.953125
26000,368.1953125
27000,384.671875
28000,454.0390625
29000,497.59375
30000,628.8359375
31000,600.046875
32000,607.1484375
33000,703.78125
34000,718.0078125
35000,772.703125
36000,783.59375
37000,756.265625
38000,821.8203125
39000,856.3203125
40000,648.6875
41000,639.3203125
42000,692.2890625
43000,767.2578125
44000,808.84375
45000,832.7265625
46000,732.453125
47000,772.546875
48000,584.8203125
49000,488.359375
50000,488.359375
