instances,approach_2
0,71.3515625
1000,71.359375
2000,71.359375
3000,71.359375
4000,77.4765625
5000,77.4765625
6000,77.4765625
7000,77.4765625
8000,77.4765625
9000,77.4765625
10000,77.4765625
11000,77.4765625
12000,77.4765625
13000,77.4765625
14000,77.4765625
15000,77.4765625
16000,77.4765625
17000,77.4765625
18000,77.4765625
19000,77.4765625
20000,77.4765625
21000,77.4765625
22000,77.4765625
23000,77.4765625
24000,77.4765625
25000,77.4765625
26000,77.4765625
27000,77.4765625
28000,77.4765625
29000,77.4765625
30000,77.4765625
31000,77.4765625
32000,77.4765625
33000,77.4765625
34000,95.5
35000,77.53125
36000,77.53125
37000,77.53125
38000,77.53125
39000,77.53125
40000,77.5859375
41000,95.5859375
42000,95.703125
43000,77.5859375
44000,77.5859375
45000,95.5859375
46000,95.703125
47000,95.703125
48000,95.703125
49000,95.703125
50000,95.703125
