instances,approach_0
0,46.921875
1000,46.921875
2000,46.921875
3000,95.6015625
4000,119.875
5000,137.9921875
6000,137.9921875
7000,137.9921875
8000,162.2421875
9000,162.2421875
10000,180.296875
11000,180.3203125
12000,198.5859375
13000,198.5859375
14000,222.71875
15000,222.71875
16000,240.890625
17000,247.0859375
18000,247.0859375
19000,247.0859375
20000,289.359375
21000,289.4140625
22000,307.4453125
23000,331.9296875
24000,331.9296875
25000,349.921875
26000,350.15625
27000,350.15625
28000,368.15625
29000,368.15625
30000,368.15625
31000,350.15625
32000,374.34375
33000,380.453125
34000,398.5703125
35000,434.734375
36000,398.6796875
37000,400.234375
38000,459.15625
39000,477.15625
40000,477.15625
41000,459.15625
42000,477.15625
43000,465.2578125
44000,519.28125
45000,489.40625
46000,531.5703125
47000,531.6875
48000,531.6875
49000,531.6875
50000,531.6875
