instances,approach_21
0,308.125
1000,344.140625
2000,344.1171875
3000,308.7109375
4000,263.59375
5000,345.3359375
6000,437.1640625
7000,436.9765625
8000,472.78125
9000,391.71875
10000,391.6953125
11000,391.671875
12000,391.671875
13000,427.3828125
14000,346.515625
15000,473.3515625
16000,346.4921875
17000,346.46875
18000,346.421875
19000,346.3984375
20000,346.3984375
21000,346.3984375
22000,346.375
23000,346.375
24000,346.375
25000,346.375
26000,346.375
27000,382.34375
28000,301.1875
29000,301.1875
30000,301.1875
31000,601.71875
32000,436.8671875
33000,436.65625
34000,216.984375
35000,299.8828125
36000,391.8046875
37000,391.4765625
38000,391.359375
39000,391.3125
40000,391.1953125
41000,391.171875
42000,391.171875
43000,391.125
44000,391.125
45000,391.078125
46000,391.0546875
47000,391.1015625
48000,391.0546875
49000,391.0546875
50000,391.0546875
