instances,approach_22
0,29.671875
1000,29.671875
2000,36.9765625
3000,36.9765625
4000,36.9765625
5000,36.9765625
6000,36.9765625
7000,36.9765625
8000,36.9765625
9000,36.9765625
10000,36.9765625
11000,36.9765625
12000,36.9765625
13000,36.9765625
14000,36.9765625
15000,36.9765625
16000,36.9765625
17000,36.9765625
18000,36.9765625
19000,36.9765625
20000,36.9765625
21000,36.9765625
22000,36.9765625
23000,36.9765625
24000,36.9765625
25000,36.9765625
26000,36.9765625
27000,36.9765625
28000,36.9765625
29000,36.9765625
30000,36.9765625
31000,36.9765625
32000,36.9765625
33000,36.9765625
34000,36.9765625
35000,36.9765625
36000,36.9765625
37000,36.9765625
38000,36.9765625
39000,36.9765625
40000,36.9765625
41000,36.9765625
42000,36.9765625
43000,36.9765625
44000,36.9765625
45000,36.9765625
46000,36.9765625
47000,36.9765625
48000,36.9765625
49000,36.9765625
50000,36.9765625
51000,36.9765625
52000,36.9765625
53000,36.9765625
54000,36.9765625
55000,36.9765625
56000,36.9765625
57000,36.9765625
58000,36.9765625
59000,36.9765625
60000,36.9765625
61000,36.9765625
62000,36.9765625
63000,36.9765625
64000,36.9765625
65000,36.9765625
66000,36.9765625
67000,36.9765625
68000,36.9765625
69000,36.9765625
70000,36.9765625
71000,36.9765625
72000,36.9765625
73000,36.9765625
74000,36.9765625
75000,36.9765625
76000,36.9765625
77000,36.9765625
78000,36.9765625
79000,36.9765625
80000,36.9765625
81000,36.9765625
82000,36.9765625
83000,36.9765625
84000,36.9765625
85000,36.9765625
86000,36.9765625
87000,36.9765625
88000,36.9765625
89000,36.9765625
90000,36.9765625
91000,36.9765625
92000,36.9765625
93000,36.9765625
94000,36.9765625
95000,36.9765625
96000,36.9765625
97000,36.9765625
98000,36.9765625
99000,36.9765625
100000,36.9765625
101000,36.9765625
102000,36.9765625
103000,36.9765625
104000,36.9765625
105000,36.9765625
106000,36.9765625
107000,36.9765625
108000,36.9765625
109000,36.9765625
110000,36.9765625
111000,36.9765625
112000,36.9765625
113000,36.9765625
114000,36.9765625
115000,36.9765625
116000,36.9765625
117000,36.9765625
118000,36.9765625
119000,36.9765625
120000,36.9765625
121000,36.9765625
122000,36.9765625
123000,36.9765625
124000,36.9765625
125000,36.9765625
126000,36.9765625
127000,36.9765625
128000,36.9765625
129000,36.9765625
130000,36.9765625
131000,36.9765625
132000,36.9765625
133000,36.9765625
134000,36.9765625
135000,36.9765625
136000,36.9765625
137000,36.9765625
138000,36.9765625
139000,36.9765625
140000,36.9765625
141000,36.9765625
142000,36.9765625
143000,36.9765625
144000,36.9765625
145000,36.9765625
146000,36.9765625
147000,36.9765625
148000,36.9765625
149000,36.9765625
150000,36.9765625
