instances,approach_10
0,40.578125
1000,44.0546875
2000,44.0546875
3000,51.2734375
4000,69.265625
5000,83.4140625
6000,75.4296875
7000,97.484375
8000,104.796875
9000,104.796875
10000,112.0390625
11000,104.8515625
12000,95.6875
13000,104.8515625
14000,122.734375
15000,115.515625
16000,122.734375
17000,115.515625
18000,122.78125
19000,115.5625
20000,115.515625
21000,122.8125
22000,122.8125
23000,126.2734375
24000,126.2734375
25000,126.2734375
26000,119.0078125
27000,126.2734375
28000,129.65625
29000,129.65625
30000,129.65625
31000,129.65625
32000,129.65625
33000,129.65625
34000,129.65625
35000,129.65625
36000,129.65625
37000,129.65625
38000,129.65625
39000,136.8984375
40000,128.6015625
41000,147.3359375
42000,147.3359375
43000,139.3125
44000,172.3046875
45000,165.1640625
46000,165.1953125
47000,165.1953125
48000,165.1953125
49000,172.4140625
50000,172.4140625
