instances,approach_23
0,159.140625
1000,159.0390625
2000,158.9921875
3000,158.9921875
4000,158.9921875
5000,158.9921875
6000,158.9921875
7000,158.9921875
8000,158.9921875
9000,136.5
10000,136.5
11000,136.5
12000,177.5078125
13000,224.515625
14000,224.375
15000,224.2578125
16000,224.1875
17000,177.4609375
18000,136.6328125
19000,136.5859375
20000,177.5546875
21000,224.4921875
22000,201.6484375
23000,219.625
24000,179.0703125
25000,179.0703125
26000,179.0234375
27000,179.0234375
28000,179.0
29000,179.0
30000,179.0
31000,179.0
32000,179.0
33000,179.0
34000,179.0
35000,179.0
36000,179.0
37000,179.0
38000,179.0
39000,179.0
40000,179.0
41000,179.0
42000,179.0
43000,179.0
44000,179.0
45000,179.0
46000,179.0
47000,179.0
48000,179.0
49000,179.0
50000,179.0
