instances,approach_23
0,112.0859375
1000,166.7265625
2000,166.703125
3000,124.96875
4000,132.2109375
5000,139.5
6000,166.9296875
7000,194.359375
8000,228.96875
9000,212.5546875
10000,212.5546875
11000,212.5546875
12000,227.015625
13000,227.1796875
14000,227.1796875
15000,210.734375
16000,230.9140625
17000,221.6640625
18000,205.390625
19000,216.2578125
20000,214.34375
21000,197.953125
22000,197.953125
23000,197.953125
24000,197.953125
25000,197.953125
26000,197.9296875
27000,197.9296875
28000,197.9296875
29000,197.9296875
30000,188.765625
31000,188.765625
32000,188.765625
33000,188.765625
34000,188.765625
35000,188.765625
36000,188.765625
37000,188.765625
38000,188.7734375
39000,188.7734375
40000,188.7734375
41000,188.796875
42000,198.1484375
43000,198.1484375
44000,218.2421875
45000,218.265625
46000,218.265625
47000,218.265625
48000,218.265625
49000,179.8828125
50000,179.8828125
