instances,approach_22
0,54.2109375
1000,54.2109375
2000,138.078125
3000,138.078125
4000,138.078125
5000,138.078125
6000,138.078125
7000,138.078125
8000,138.078125
9000,147.78125
10000,147.78125
11000,147.78125
12000,147.78125
13000,147.78125
14000,147.78125
15000,147.78125
16000,147.78125
17000,165.8046875
18000,165.9765625
19000,166.0078125
20000,184.1484375
21000,229.9375
22000,304.0625
23000,368.25
24000,368.25
25000,490.875
26000,100.5
27000,105.609375
28000,239.6796875
29000,239.796875
30000,310.8984375
31000,249.6171875
32000,249.6171875
33000,259.2890625
34000,259.2890625
35000,259.2890625
36000,277.4296875
37000,277.4296875
38000,277.4296875
39000,277.4296875
40000,277.4296875
41000,277.4296875
42000,277.4296875
43000,277.4296875
44000,277.4296875
45000,277.4296875
46000,277.4296875
47000,254.7421875
48000,277.4296875
49000,277.4296875
50000,277.4296875
