instances,approach_2
0,22.3828125
1000,22.3828125
2000,22.3828125
3000,51.3203125
4000,65.5078125
5000,65.59375
6000,65.640625
7000,65.640625
8000,65.640625
9000,65.640625
10000,76.3984375
11000,87.109375
12000,94.421875
13000,101.640625
14000,94.421875
15000,119.6640625
16000,119.7109375
17000,130.46875
18000,155.6953125
19000,148.4609375
20000,155.6796875
21000,155.7265625
22000,155.7265625
23000,180.96875
24000,180.96875
25000,181.015625
26000,188.3046875
27000,188.3046875
28000,199.03125
29000,207.8125
30000,217.0234375
31000,224.2421875
32000,218.5859375
33000,238.4609375
34000,238.4609375
35000,270.9375
36000,263.71875
37000,281.6640625
38000,283.2265625
39000,273.71875
40000,273.71875
41000,282.890625
42000,282.9375
43000,282.9375
44000,292.1015625
45000,292.1015625
46000,292.1015625
47000,292.1015625
48000,299.3203125
49000,299.3203125
50000,299.3203125
