instances,approach_2
0,98.7890625
1000,134.765625
2000,53.484375
3000,98.796875
4000,98.5625
5000,98.796875
6000,134.8203125
7000,170.7890625
8000,98.8515625
9000,98.8515625
10000,98.8515625
11000,135.0546875
12000,134.8203125
13000,171.0234375
14000,171.2578125
15000,100.3984375
16000,181.9140625
17000,145.7109375
18000,145.7109375
19000,181.9140625
20000,145.7109375
21000,192.5390625
22000,192.5390625
23000,192.5390625
24000,192.5390625
25000,192.5390625
26000,192.5390625
27000,192.5390625
28000,192.5390625
29000,192.5390625
30000,192.5390625
31000,192.5390625
32000,192.5390625
33000,192.5390625
34000,192.5390625
35000,192.5390625
36000,192.5390625
37000,192.5390625
38000,192.5390625
39000,192.5390625
40000,192.5390625
41000,192.5390625
42000,192.5390625
43000,192.5390625
44000,192.5390625
45000,192.5390625
46000,192.5390625
47000,192.5390625
48000,192.5390625
49000,192.5390625
50000,192.5390625
